Cosmology WMAP:,  71, 0.27, 0.73, 0.
      z,       DA (Mpc)
      1.1431, 1707.2063
      1.1432, 1707.2344
      1.1433, 1707.2600
      1.1434, 1707.2880
      1.1435, 1707.3160
      1.1436, 1707.3438
      1.1437, 1707.3690
      1.1438, 1707.3972
      1.1439, 1707.4252
      1.1440, 1707.4526
      1.1441, 1707.4785
      1.1442, 1707.5066
      1.1443, 1707.5341
      1.1444, 1707.5615
      1.1445, 1707.5874
      1.1446, 1707.6152
      1.1447, 1707.6428
      1.1448, 1707.6707
      1.1449, 1707.6963
      1.1450, 1707.7238
      1.1451, 1707.7512
      1.1452, 1707.7792
      1.1453, 1707.8070
      1.1454, 1707.8323
      1.1455, 1707.8600
      1.1456, 1707.8878
      1.1457, 1707.9153
      1.1458, 1707.9403
      1.1459, 1707.9680
      1.1460, 1707.9958
      1.1461, 1708.0233
      1.1462, 1708.0510
      1.1463, 1708.0764
      1.1464, 1708.1038
      1.1465, 1708.1310
      1.1466, 1708.1587
      1.1467, 1708.1863
      1.1468, 1708.2114
      1.1469, 1708.2390
      1.1470, 1708.2666
      1.1471, 1708.2938
      1.1472, 1708.3210
      1.1473, 1708.3485
      1.1474, 1708.3740
      1.1475, 1708.4012
      1.1476, 1708.4287
      1.1477, 1708.4562
      1.1478, 1708.4833
      1.1479, 1708.5104
      1.1480, 1708.5358
      1.1481, 1708.5632
      1.1482, 1708.5905
      1.1483, 1708.6178
      1.1484, 1708.6451
      1.1485, 1708.6721
      1.1486, 1708.6971
      1.1487, 1708.7244
      1.1488, 1708.7518
      1.1489, 1708.7789
      1.1490, 1708.8062
      1.1491, 1708.8336
      1.1492, 1708.8583
      1.1493, 1708.8853
      1.1494, 1708.9126
      1.1495, 1708.9398
      1.1496, 1708.9667
      1.1497, 1708.9941
      1.1498, 1709.0214
      1.1499, 1709.0481
      1.1500, 1709.0729
      1.1501, 1709.1000
      1.1502, 1709.1273
      1.1503, 1709.1541
      1.1504, 1709.1813
      1.1505, 1709.2085
      1.1506, 1709.2352
      1.1507, 1709.2621
      1.1508, 1709.2869
      1.1509, 1709.3141
      1.1510, 1709.3408
      1.1511, 1709.3680
      1.1512, 1709.3950
      1.1513, 1709.4218
      1.1514, 1709.4484
      1.1515, 1709.4755
      1.1516, 1709.5024
      1.1517, 1709.5269
      1.1518, 1709.5540
      1.1519, 1709.5808
      1.1520, 1709.6075
      1.1521, 1709.6342
      1.1522, 1709.6611
      1.1523, 1709.6881
      1.1524, 1709.7146
      1.1525, 1709.7415
      1.1526, 1709.7683
      1.1527, 1709.7949
      1.1528, 1709.8214
      1.1529, 1709.8462
      1.1530, 1709.8730
      1.1531, 1709.8995
      1.1532, 1709.9260
      1.1533, 1709.9531
      1.1534, 1709.9796
      1.1535, 1710.0060
      1.1536, 1710.0328
      1.1537, 1710.0597
      1.1538, 1710.0859
      1.1539, 1710.1123
      1.1540, 1710.1394
      1.1541, 1710.1658
      1.1542, 1710.1921
      1.1543, 1710.2189
      1.1544, 1710.2455
      1.1545, 1710.2697
      1.1546, 1710.2960
      1.1547, 1710.3230
      1.1548, 1710.3494
      1.1549, 1710.3755
      1.1550, 1710.4021
      1.1551, 1710.4287
      1.1552, 1710.4550
      1.1553, 1710.4812
      1.1554, 1710.5081
      1.1555, 1710.5342
      1.1556, 1710.5604
      1.1557, 1710.5869
      1.1558, 1710.6135
      1.1559, 1710.6396
      1.1560, 1710.6658
      1.1561, 1710.6925
      1.1562, 1710.7188
      1.1563, 1710.7448
      1.1564, 1710.7712
      1.1565, 1710.7975
      1.1566, 1710.8236
      1.1567, 1710.8497
      1.1568, 1710.8765
      1.1569, 1710.9025
      1.1570, 1710.9285
      1.1571, 1710.9547
      1.1572, 1710.9812
      1.1573, 1711.0072
      1.1574, 1711.0330
      1.1575, 1711.0594
      1.1576, 1711.0856
      1.1577, 1711.1116
      1.1578, 1711.1378
      1.1579, 1711.1641
      1.1580, 1711.1901
      1.1581, 1711.2158
      1.1582, 1711.2421
      1.1583, 1711.2683
      1.1584, 1711.2941
      1.1585, 1711.3203
      1.1586, 1711.3463
      1.1587, 1711.3723
      1.1588, 1711.3979
      1.1589, 1711.4242
      1.1590, 1711.4502
      1.1591, 1711.4760
      1.1592, 1711.5021
      1.1593, 1711.5282
      1.1594, 1711.5560
      1.1595, 1711.5817
      1.1596, 1711.6078
      1.1597, 1711.6338
      1.1598, 1711.6594
      1.1599, 1711.6854
      1.1600, 1711.7115
      1.1601, 1711.7372
      1.1602, 1711.7628
      1.1603, 1711.7887
      1.1604, 1711.8146
      1.1605, 1711.8402
      1.1606, 1711.8662
      1.1607, 1711.8921
      1.1608, 1711.9176
      1.1609, 1711.9430
      1.1610, 1711.9690
      1.1611, 1711.9969
      1.1612, 1712.0226
      1.1613, 1712.0483
      1.1614, 1712.0741
      1.1615, 1712.0996
      1.1616, 1712.1251
      1.1617, 1712.1509
      1.1618, 1712.1765
      1.1619, 1712.2019
      1.1620, 1712.2278
      1.1621, 1712.2534
      1.1622, 1712.2810
      1.1623, 1712.3063
      1.1624, 1712.3320
      1.1625, 1712.3578
      1.1626, 1712.3832
      1.1627, 1712.4088
      1.1628, 1712.4344
      1.1629, 1712.4597
      1.1630, 1712.4850
      1.1631, 1712.5105
      1.1632, 1712.5383
      1.1633, 1712.5635
      1.1634, 1712.5892
      1.1635, 1712.6149
      1.1636, 1712.6400
      1.1637, 1712.6650
      1.1638, 1712.6907
      1.1639, 1712.7163
      1.1640, 1712.7435
      1.1641, 1712.7689
      1.1642, 1712.7944
      1.1643, 1712.8196
      1.1644, 1712.8446
      1.1645, 1712.8702
      1.1646, 1712.8956
      1.1647, 1712.9227
      1.1648, 1712.9482
      1.1649, 1712.9736
      1.1650, 1712.9987
      1.1651, 1713.0237
      1.1652, 1713.0492
      1.1653, 1713.0743
      1.1654, 1713.1016
      1.1655, 1713.1270
      1.1656, 1713.1522
      1.1657, 1713.1772
      1.1658, 1713.2021
      1.1659, 1713.2273
      1.1660, 1713.2548
      1.1661, 1713.2797
      1.1662, 1713.3049
      1.1663, 1713.3302
      1.1664, 1713.3550
      1.1665, 1713.3799
      1.1666, 1713.4071
      1.1667, 1713.4325
      1.1668, 1713.4574
      1.1669, 1713.4825
      1.1670, 1713.5076
      1.1671, 1713.5344
      1.1672, 1713.5592
      1.1673, 1713.5842
      1.1674, 1713.6095
      1.1675, 1713.6343
      1.1676, 1713.6615
      1.1677, 1713.6864
      1.1678, 1713.7112
      1.1679, 1713.7358
      1.1680, 1713.7609
      1.1681, 1713.7882
      1.1682, 1713.8127
      1.1683, 1713.8376
      1.1684, 1713.8627
      1.1685, 1713.8873
      1.1686, 1713.9141
      1.1687, 1713.9391
      1.1688, 1713.9639
      1.1689, 1713.9884
      1.1690, 1714.0131
      1.1691, 1714.0403
      1.1692, 1714.0649
      1.1693, 1714.0895
      1.1694, 1714.1143
      1.1695, 1714.1412
      1.1696, 1714.1658
      1.1697, 1714.1903
      1.1698, 1714.2155
      1.1699, 1714.2422
      1.1700, 1714.2665
      1.1701, 1714.2913
      1.1702, 1714.3160
      1.1703, 1714.3425
      1.1704, 1714.3669
      1.1705, 1714.3920
      1.1706, 1714.4165
      1.1707, 1714.4429
      1.1708, 1714.4677
      1.1709, 1714.4923
      1.1710, 1714.5166
      1.1711, 1714.5430
      1.1712, 1714.5681
      1.1713, 1714.5924
      1.1714, 1714.6166
      1.1715, 1714.6433
      1.1716, 1714.6678
      1.1717, 1714.6923
      1.1718, 1714.7164
      1.1719, 1714.7435
      1.1720, 1714.7677
      1.1721, 1714.7919
      1.1722, 1714.8186
      1.1723, 1714.8430
      1.1724, 1714.8672
      1.1725, 1714.8915
      1.1726, 1714.9183
      1.1727, 1714.9425
      1.1728, 1714.9664
      1.1729, 1714.9932
      1.1730, 1715.0175
      1.1731, 1715.0416
      1.1732, 1715.0657
      1.1733, 1715.0920
      1.1734, 1715.1167
      1.1735, 1715.1406
      1.1736, 1715.1671
      1.1737, 1715.1914
      1.1738, 1715.2155
      1.1739, 1715.2415
      1.1740, 1715.2659
      1.1741, 1715.2903
      1.1742, 1715.3163
      1.1743, 1715.3406
      1.1744, 1715.3647
      1.1745, 1715.3907
      1.1746, 1715.4147
      1.1747, 1715.4390
      1.1748, 1715.4652
      1.1749, 1715.4891
      1.1750, 1715.5134
      1.1751, 1715.5396
      1.1752, 1715.5636
      1.1753, 1715.5873
      1.1754, 1715.6136
      1.1755, 1715.6377
      1.1756, 1715.6615
      1.1757, 1715.6877
      1.1758, 1715.7118
      1.1759, 1715.7356
      1.1760, 1715.7615
      1.1761, 1715.7855
      1.1762, 1715.8096
      1.1763, 1715.8354
      1.1764, 1715.8594
      1.1765, 1715.8834
      1.1766, 1715.9092
      1.1767, 1715.9329
      1.1768, 1715.9569
      1.1769, 1715.9830
      1.1770, 1716.0066
      1.1771, 1716.0326
      1.1772, 1716.0566
      1.1773, 1716.0801
      1.1774, 1716.1058
      1.1775, 1716.1299
      1.1776, 1716.1536
      1.1777, 1716.1793
      1.1778, 1716.2031
      1.1779, 1716.2292
      1.1780, 1716.2527
      1.1781, 1716.2761
      1.1782, 1716.3020
      1.1783, 1716.3259
      1.1784, 1716.3514
      1.1785, 1716.3752
      1.1786, 1716.3990
      1.1787, 1716.4246
      1.1788, 1716.4479
      1.1789, 1716.4738
      1.1790, 1716.4976
      1.1791, 1716.5209
      1.1792, 1716.5468
      1.1793, 1716.5704
      1.1794, 1716.5959
      1.1795, 1716.6191
      1.1796, 1716.6429
      1.1797, 1716.6687
      1.1798, 1716.6919
      1.1799, 1716.7177
      1.1800, 1716.7412
      1.1801, 1716.7666
      1.1802, 1716.7899
      1.1803, 1716.8135
      1.1804, 1716.8391
      1.1805, 1716.8623
      1.1806, 1716.8881
      1.1807, 1716.9115
      1.1808, 1716.9369
      1.1809, 1716.9600
      1.1810, 1716.9834
      1.1811, 1717.0090
      1.1812, 1717.0321
      1.1813, 1717.0577
      1.1814, 1717.0812
      1.1815, 1717.1063
      1.1816, 1717.1295
      1.1817, 1717.1550
      1.1818, 1717.1786
      1.1819, 1717.2035
      1.1820, 1717.2271
      1.1821, 1717.2504
      1.1822, 1717.2755
      1.1823, 1717.2985
      1.1824, 1717.3239
      1.1825, 1717.3473
      1.1826, 1717.3723
      1.1827, 1717.3956
      1.1828, 1717.4210
      1.1829, 1717.4438
      1.1830, 1717.4689
      1.1831, 1717.4922
      1.1832, 1717.5176
      1.1833, 1717.5404
      1.1834, 1717.5658
      1.1835, 1717.5889
      1.1836, 1717.6139
      1.1837, 1717.6367
      1.1838, 1717.6620
      1.1839, 1717.6853
      1.1840, 1717.7102
      1.1841, 1717.7333
      1.1842, 1717.7585
      1.1843, 1717.7812
      1.1844, 1717.8063
      1.1845, 1717.8291
      1.1846, 1717.8544
      1.1847, 1717.8772
      1.1848, 1717.9020
      1.1849, 1717.9254
      1.1850, 1717.9501
      1.1851, 1717.9728
      1.1852, 1717.9980
      1.1853, 1718.0209
      1.1854, 1718.0455
      1.1855, 1718.0682
      1.1856, 1718.0939
      1.1857, 1718.1163
      1.1858, 1718.1410
      1.1859, 1718.1639
      1.1860, 1718.1891
      1.1861, 1718.2114
      1.1862, 1718.2362
      1.1863, 1718.2615
      1.1864, 1718.2842
      1.1865, 1718.3087
      1.1866, 1718.3314
      1.1867, 1718.3564
      1.1868, 1718.3789
      1.1869, 1718.4036
      1.1870, 1718.4266
      1.1871, 1718.4512
      1.1872, 1718.4738
      1.1873, 1718.4985
      1.1874, 1718.5236
      1.1875, 1718.5457
      1.1876, 1718.5702
      1.1877, 1718.5934
      1.1878, 1718.6179
      1.1879, 1718.6401
      1.1880, 1718.6648
      1.1881, 1718.6896
      1.1882, 1718.7120
      1.1883, 1718.7365
      1.1884, 1718.7595
      1.1885, 1718.7839
      1.1886, 1718.8060
      1.1887, 1718.8308
      1.1888, 1718.8553
      1.1889, 1718.8777
      1.1890, 1718.9021
      1.1891, 1718.9247
      1.1892, 1718.9493
      1.1893, 1718.9716
      1.1894, 1718.9961
      1.1895, 1719.0208
      1.1896, 1719.0430
      1.1897, 1719.0671
      1.1898, 1719.0896
      1.1899, 1719.1143
      1.1900, 1719.1384
      1.1901, 1719.1608
      1.1902, 1719.1852
      1.1903, 1719.2096
      1.1904, 1719.2317
      1.1905, 1719.2562
      1.1906, 1719.2784
      1.1907, 1719.3026
      1.1908, 1719.3270
      1.1909, 1719.3495
      1.1910, 1719.3737
      1.1911, 1719.3955
      1.1912, 1719.4198
      1.1913, 1719.4443
      1.1914, 1719.4664
      1.1915, 1719.4908
      1.1916, 1719.5149
      1.1917, 1719.5370
      1.1918, 1719.5609
      1.1919, 1719.5853
      1.1920, 1719.6078
      1.1921, 1719.6315
      1.1922, 1719.6537
      1.1923, 1719.6781
      1.1924, 1719.7020
      1.1925, 1719.7236
      1.1926, 1719.7480
      1.1927, 1719.7723
      1.1928, 1719.7942
      1.1929, 1719.8184
      1.1930, 1719.8427
      1.1931, 1719.8643
      1.1932, 1719.8881
      1.1933, 1719.9124
      1.1934, 1719.9344
      1.1935, 1719.9584
      1.1936, 1719.9823
      1.1937, 1720.0045
      1.1938, 1720.0282
      1.1939, 1720.0520
      1.1940, 1720.0740
      1.1941, 1720.0979
      1.1942, 1720.1218
      1.1943, 1720.1437
      1.1944, 1720.1678
      1.1945, 1720.1915
      1.1946, 1720.2131
      1.1947, 1720.2371
      1.1948, 1720.2611
      1.1949, 1720.2848
      1.1950, 1720.3068
      1.1951, 1720.3306
      1.1952, 1720.3541
      1.1953, 1720.3757
      1.1954, 1720.3997
      1.1955, 1720.4236
      1.1956, 1720.4449
      1.1957, 1720.4689
      1.1958, 1720.4928
      1.1959, 1720.5165
      1.1960, 1720.5380
      1.1961, 1720.5616
      1.1962, 1720.5854
      1.1963, 1720.6069
      1.1964, 1720.6309
      1.1965, 1720.6545
      1.1966, 1720.6781
      1.1967, 1720.6993
      1.1968, 1720.7231
      1.1969, 1720.7469
      1.1970, 1720.7704
      1.1971, 1720.7921
      1.1972, 1720.8156
      1.1973, 1720.8391
      1.1974, 1720.8605
      1.1975, 1720.8842
      1.1976, 1720.9078
      1.1977, 1720.9312
      1.1978, 1720.9526
      1.1979, 1720.9763
      1.1980, 1720.9996
      1.1981, 1721.0229
      1.1982, 1721.0446
      1.1983, 1721.0680
      1.1984, 1721.0913
      1.1985, 1721.1150
      1.1986, 1721.1364
      1.1987, 1721.1597
      1.1988, 1721.1829
      1.1989, 1721.2062
      1.1990, 1721.2299
      1.1991, 1721.2510
      1.1992, 1721.2745
      1.1993, 1721.2980
      1.1994, 1721.3213
      1.1995, 1721.3422
      1.1996, 1721.3656
      1.1997, 1721.3889
      1.1998, 1721.4122
      1.1999, 1721.4357
      1.2000, 1721.4568
      1.2001, 1721.4799
      1.2002, 1721.5029
      1.2003, 1721.5264
      1.2004, 1721.5477
      1.2005, 1721.5708
      1.2006, 1721.5936
      1.2007, 1721.6173
      1.2008, 1721.6404
      1.2009, 1721.6613
      1.2010, 1721.6846
      1.2011, 1721.7079
      1.2012, 1721.7306
      1.2013, 1721.7537
      1.2014, 1721.7753
      1.2015, 1721.7981
      1.2016, 1721.8209
      1.2017, 1721.8442
      1.2018, 1721.8674
      1.2019, 1721.8903
      1.2020, 1721.9110
      1.2021, 1721.9346
      1.2022, 1721.9574
      1.2023, 1721.9801
      1.2024, 1722.0034
      1.2025, 1722.0244
      1.2026, 1722.0471
      1.2027, 1722.0699
      1.2028, 1722.0934
      1.2029, 1722.1162
      1.2030, 1722.1388
      1.2031, 1722.1597
      1.2032, 1722.1829
      1.2033, 1722.2056
      1.2034, 1722.2281
      1.2035, 1722.2516
      1.2036, 1722.2743
      1.2037, 1722.2969
      1.2038, 1722.3177
      1.2039, 1722.3408
      1.2040, 1722.3634
      1.2041, 1722.3860
      1.2042, 1722.4094
      1.2043, 1722.4320
      1.2044, 1722.4543
      1.2045, 1722.4753
      1.2046, 1722.4982
      1.2047, 1722.5208
      1.2048, 1722.5433
      1.2049, 1722.5662
      1.2050, 1722.5889
      1.2051, 1722.6113
      1.2052, 1722.6342
      1.2053, 1722.6550
      1.2054, 1722.6775
      1.2055, 1722.7001
      1.2056, 1722.7229
      1.2057, 1722.7454
      1.2058, 1722.7678
      1.2059, 1722.7906
      1.2060, 1722.8134
      1.2061, 1722.8358
      1.2062, 1722.8561
      1.2063, 1722.8787
      1.2064, 1722.9014
      1.2065, 1722.9238
      1.2066, 1722.9464
      1.2067, 1722.9692
      1.2068, 1722.9916
      1.2069, 1723.0138
      1.2070, 1723.0364
      1.2071, 1723.0588
      1.2072, 1723.0791
      1.2073, 1723.1018
      1.2074, 1723.1244
      1.2075, 1723.1467
      1.2076, 1723.1688
      1.2077, 1723.1914
      1.2078, 1723.2137
      1.2079, 1723.2360
      1.2080, 1723.2585
      1.2081, 1723.2811
      1.2082, 1723.3032
      1.2083, 1723.3254
      1.2084, 1723.3479
      1.2085, 1723.3682
      1.2086, 1723.3904
      1.2087, 1723.4127
      1.2088, 1723.4353
      1.2089, 1723.4573
      1.2090, 1723.4794
      1.2091, 1723.5018
      1.2092, 1723.5240
      1.2093, 1723.5460
      1.2094, 1723.5684
      1.2095, 1723.5908
      1.2096, 1723.6129
      1.2097, 1723.6349
      1.2098, 1723.6572
      1.2099, 1723.6796
      1.2100, 1723.7015
      1.2101, 1723.7236
      1.2102, 1723.7457
      1.2103, 1723.7677
      1.2104, 1723.7897
      1.2105, 1723.8120
      1.2106, 1723.8341
      1.2107, 1723.8561
      1.2108, 1723.8762
      1.2109, 1723.8983
      1.2110, 1723.9203
      1.2111, 1723.9420
      1.2112, 1723.9644
      1.2113, 1723.9865
      1.2114, 1724.0082
      1.2115, 1724.0303
      1.2116, 1724.0524
      1.2117, 1724.0741
      1.2118, 1724.0958
      1.2119, 1724.1180
      1.2120, 1724.1401
      1.2121, 1724.1619
      1.2122, 1724.1840
      1.2123, 1724.2061
      1.2124, 1724.2275
      1.2125, 1724.2490
      1.2126, 1724.2711
      1.2127, 1724.2932
      1.2128, 1724.3149
      1.2129, 1724.3369
      1.2130, 1724.3588
      1.2131, 1724.3805
      1.2132, 1724.4019
      1.2133, 1724.4238
      1.2134, 1724.4479
      1.2135, 1724.4694
      1.2136, 1724.4913
      1.2137, 1724.5132
      1.2138, 1724.5347
      1.2139, 1724.5562
      1.2140, 1724.5782
      1.2141, 1724.6000
      1.2142, 1724.6213
      1.2143, 1724.6431
      1.2144, 1724.6650
      1.2145, 1724.6865
      1.2146, 1724.7079
      1.2147, 1724.7299
      1.2148, 1724.7516
      1.2149, 1724.7729
      1.2150, 1724.7947
      1.2151, 1724.8163
      1.2152, 1724.8378
      1.2153, 1724.8590
      1.2154, 1724.8807
      1.2155, 1724.9026
      1.2156, 1724.9238
      1.2157, 1724.9475
      1.2158, 1724.9694
      1.2159, 1724.9906
      1.2160, 1725.0118
      1.2161, 1725.0333
      1.2162, 1725.0549
      1.2163, 1725.0762
      1.2164, 1725.0974
      1.2165, 1725.1195
      1.2166, 1725.1407
      1.2167, 1725.1619
      1.2168, 1725.1835
      1.2169, 1725.2048
      1.2170, 1725.2261
      1.2171, 1725.2493
      1.2172, 1725.2711
      1.2173, 1725.2922
      1.2174, 1725.3135
      1.2175, 1725.3350
      1.2176, 1725.3563
      1.2177, 1725.3776
      1.2178, 1725.3987
      1.2179, 1725.4205
      1.2180, 1725.4413
      1.2181, 1725.4645
      1.2182, 1725.4858
      1.2183, 1725.5073
      1.2184, 1725.5283
      1.2185, 1725.5493
      1.2186, 1725.5710
      1.2187, 1725.5920
      1.2188, 1725.6130
      1.2189, 1725.6344
      1.2190, 1725.6578
      1.2191, 1725.6787
      1.2192, 1725.6995
      1.2193, 1725.7212
      1.2194, 1725.7421
      1.2195, 1725.7631
      1.2196, 1725.7843
      1.2197, 1725.8055
      1.2198, 1725.8284
      1.2199, 1725.8492
      1.2200, 1725.8705
      1.2201, 1725.8917
      1.2202, 1725.9124
      1.2203, 1725.9336
      1.2204, 1725.9548
      1.2205, 1725.9775
      1.2206, 1725.9983
      1.2207, 1726.0195
      1.2208, 1726.0405
      1.2209, 1726.0614
      1.2210, 1726.0825
      1.2211, 1726.1056
      1.2212, 1726.1265
      1.2213, 1726.1471
      1.2214, 1726.1682
      1.2215, 1726.1890
      1.2216, 1726.2097
      1.2217, 1726.2307
      1.2218, 1726.2538
      1.2219, 1726.2744
      1.2220, 1726.2950
      1.2221, 1726.3162
      1.2222, 1726.3372
      1.2223, 1726.3596
      1.2224, 1726.3806
      1.2225, 1726.4016
      1.2226, 1726.4222
      1.2227, 1726.4425
      1.2228, 1726.4635
      1.2229, 1726.4863
      1.2230, 1726.5070
      1.2231, 1726.5278
      1.2232, 1726.5487
