Cosmology WMAP:,  71, 0.27, 0.73, 0.
      z,       DA (Mpc)
      1.6877, 1764.8362
      1.6878, 1764.8334
      1.6879, 1764.8320
      1.6880, 1764.8309
      1.6881, 1764.8298
      1.6882, 1764.8284
      1.6883, 1764.8270
      1.6884, 1764.8262
      1.6885, 1764.8248
      1.6886, 1764.8219
      1.6887, 1764.8209
      1.6888, 1764.8197
      1.6889, 1764.8184
      1.6890, 1764.8170
      1.6891, 1764.8162
      1.6892, 1764.8147
      1.6893, 1764.8119
      1.6894, 1764.8108
      1.6895, 1764.8096
      1.6896, 1764.8081
      1.6897, 1764.8066
      1.6898, 1764.8058
      1.6899, 1764.8043
      1.6900, 1764.8029
      1.6901, 1764.8003
      1.6902, 1764.7991
      1.6903, 1764.7976
      1.6904, 1764.7961
      1.6905, 1764.7953
      1.6906, 1764.7937
      1.6907, 1764.7922
      1.6908, 1764.7909
      1.6909, 1764.7898
      1.6910, 1764.7869
      1.6911, 1764.7854
      1.6912, 1764.7844
      1.6913, 1764.7828
      1.6914, 1764.7812
      1.6915, 1764.7800
      1.6916, 1764.7787
      1.6917, 1764.7772
      1.6918, 1764.7756
      1.6919, 1764.7744
      1.6920, 1764.7717
      1.6921, 1764.7701
      1.6922, 1764.7689
      1.6923, 1764.7676
      1.6924, 1764.7660
      1.6925, 1764.7644
      1.6926, 1764.7632
      1.6927, 1764.7618
      1.6928, 1764.7603
      1.6929, 1764.7589
      1.6930, 1764.7576
      1.6931, 1764.7560
      1.6932, 1764.7529
      1.6933, 1764.7516
      1.6934, 1764.7502
      1.6935, 1764.7488
      1.6936, 1764.7473
      1.6937, 1764.7461
      1.6938, 1764.7443
      1.6939, 1764.7427
      1.6940, 1764.7412
      1.6941, 1764.7399
      1.6942, 1764.7384
      1.6943, 1764.7369
      1.6944, 1764.7356
      1.6945, 1764.7338
      1.6946, 1764.7308
      1.6947, 1764.7292
      1.6948, 1764.7279
      1.6949, 1764.7263
      1.6950, 1764.7249
      1.6951, 1764.7234
      1.6952, 1764.7217
      1.6953, 1764.7198
      1.6954, 1764.7186
      1.6955, 1764.7172
      1.6956, 1764.7153
      1.6957, 1764.7140
      1.6958, 1764.7124
      1.6959, 1764.7108
      1.6960, 1764.7090
      1.6961, 1764.7075
      1.6962, 1764.7059
      1.6963, 1764.7043
      1.6964, 1764.7014
      1.6965, 1764.7000
      1.6966, 1764.6981
      1.6967, 1764.6964
      1.6968, 1764.6949
      1.6969, 1764.6934
      1.6970, 1764.6917
      1.6971, 1764.6902
      1.6972, 1764.6886
      1.6973, 1764.6868
      1.6974, 1764.6851
      1.6975, 1764.6835
      1.6976, 1764.6819
      1.6977, 1764.6801
      1.6978, 1764.6786
      1.6979, 1764.6770
      1.6980, 1764.6750
      1.6981, 1764.6733
      1.6982, 1764.6718
      1.6983, 1764.6702
      1.6984, 1764.6685
      1.6985, 1764.6667
      1.6986, 1764.6652
      1.6987, 1764.6633
      1.6988, 1764.6614
      1.6989, 1764.6598
      1.6990, 1764.6583
      1.6991, 1764.6562
      1.6992, 1764.6547
      1.6993, 1764.6532
      1.6994, 1764.6512
      1.6995, 1764.6494
      1.6996, 1764.6477
      1.6997, 1764.6460
      1.6998, 1764.6442
      1.6999, 1764.6425
      1.7000, 1764.6409
      1.7001, 1764.6389
      1.7002, 1764.6370
      1.7003, 1764.6354
      1.7004, 1764.6337
      1.7005, 1764.6316
      1.7006, 1764.6300
      1.7007, 1764.6283
      1.7008, 1764.6265
      1.7009, 1764.6244
      1.7010, 1764.6227
      1.7011, 1764.6211
      1.7012, 1764.6189
      1.7013, 1764.6173
      1.7014, 1764.6156
      1.7015, 1764.6136
      1.7016, 1764.6115
      1.7017, 1764.6099
      1.7018, 1764.6082
      1.7019, 1764.6062
      1.7020, 1764.6044
      1.7021, 1764.6027
      1.7022, 1764.6006
      1.7023, 1764.5985
      1.7024, 1764.5968
      1.7025, 1764.5952
      1.7026, 1764.5930
      1.7027, 1764.5913
      1.7028, 1764.5895
      1.7029, 1764.5875
      1.7030, 1764.5852
      1.7031, 1764.5836
      1.7032, 1764.5817
      1.7033, 1764.5797
      1.7034, 1764.5776
      1.7035, 1764.5760
      1.7036, 1764.5741
      1.7037, 1764.5718
      1.7038, 1764.5714
      1.7039, 1764.5697
      1.7040, 1764.5675
      1.7041, 1764.5654
      1.7042, 1764.5638
      1.7043, 1764.5618
      1.7044, 1764.5594
      1.7045, 1764.5577
      1.7046, 1764.5559
      1.7047, 1764.5537
      1.7048, 1764.5516
      1.7049, 1764.5499
      1.7050, 1764.5479
      1.7051, 1764.5457
      1.7052, 1764.5438
      1.7053, 1764.5419
      1.7054, 1764.5398
      1.7055, 1764.5376
      1.7056, 1764.5374
      1.7057, 1764.5350
      1.7058, 1764.5328
      1.7059, 1764.5310
      1.7060, 1764.5291
      1.7061, 1764.5269
      1.7062, 1764.5247
      1.7063, 1764.5229
      1.7064, 1764.5208
      1.7065, 1764.5186
      1.7066, 1764.5167
      1.7067, 1764.5148
      1.7068, 1764.5125
      1.7069, 1764.5103
      1.7070, 1764.5098
      1.7071, 1764.5076
      1.7072, 1764.5054
      1.7073, 1764.5034
      1.7074, 1764.5015
      1.7075, 1764.4991
      1.7076, 1764.4968
      1.7077, 1764.4949
      1.7078, 1764.4928
      1.7079, 1764.4905
      1.7080, 1764.4885
      1.7081, 1764.4880
      1.7082, 1764.4855
      1.7083, 1764.4833
      1.7084, 1764.4813
      1.7085, 1764.4792
      1.7086, 1764.4771
      1.7087, 1764.4749
      1.7088, 1764.4729
      1.7089, 1764.4705
      1.7090, 1764.4681
      1.7091, 1764.4675
      1.7092, 1764.4653
      1.7093, 1764.4630
      1.7094, 1764.4609
      1.7095, 1764.4590
      1.7096, 1764.4565
      1.7097, 1764.4542
      1.7098, 1764.4521
      1.7099, 1764.4500
      1.7100, 1764.4490
      1.7101, 1764.4469
      1.7102, 1764.4447
      1.7103, 1764.4424
      1.7104, 1764.4399
      1.7105, 1764.4379
      1.7106, 1764.4357
      1.7107, 1764.4333
      1.7108, 1764.4310
      1.7109, 1764.4303
      1.7110, 1764.4280
      1.7111, 1764.4254
      1.7112, 1764.4233
      1.7113, 1764.4211
      1.7114, 1764.4187
      1.7115, 1764.4166
      1.7116, 1764.4158
      1.7117, 1764.4133
      1.7118, 1764.4109
      1.7119, 1764.4087
      1.7120, 1764.4066
      1.7121, 1764.4041
      1.7122, 1764.4019
      1.7123, 1764.3997
      1.7124, 1764.3986
      1.7125, 1764.3960
      1.7126, 1764.3938
      1.7127, 1764.3916
      1.7128, 1764.3890
      1.7129, 1764.3868
      1.7130, 1764.3860
      1.7131, 1764.3834
      1.7132, 1764.3809
      1.7133, 1764.3787
      1.7134, 1764.3765
      1.7135, 1764.3739
      1.7136, 1764.3716
      1.7137, 1764.3707
      1.7138, 1764.3680
      1.7139, 1764.3655
      1.7140, 1764.3633
      1.7141, 1764.3610
      1.7142, 1764.3585
      1.7143, 1764.3574
      1.7144, 1764.3552
      1.7145, 1764.3528
      1.7146, 1764.3500
      1.7147, 1764.3478
      1.7148, 1764.3455
      1.7149, 1764.3441
      1.7150, 1764.3419
      1.7151, 1764.3395
      1.7152, 1764.3369
      1.7153, 1764.3342
      1.7154, 1764.3320
      1.7155, 1764.3311
      1.7156, 1764.3282
      1.7157, 1764.3259
      1.7158, 1764.3236
      1.7159, 1764.3210
      1.7160, 1764.3197
      1.7161, 1764.3173
      1.7162, 1764.3149
      1.7163, 1764.3121
      1.7164, 1764.3099
      1.7165, 1764.3076
      1.7166, 1764.3062
      1.7167, 1764.3035
      1.7168, 1764.3010
      1.7169, 1764.2987
      1.7170, 1764.2960
      1.7171, 1764.2949
      1.7172, 1764.2925
      1.7173, 1764.2897
      1.7174, 1764.2871
      1.7175, 1764.2847
      1.7176, 1764.2834
      1.7177, 1764.2809
      1.7178, 1764.2784
      1.7179, 1764.2760
      1.7180, 1764.2732
      1.7181, 1764.2717
      1.7182, 1764.2694
      1.7183, 1764.2670
      1.7184, 1764.2642
      1.7185, 1764.2631
      1.7186, 1764.2605
      1.7187, 1764.2577
      1.7188, 1764.2550
      1.7189, 1764.2524
      1.7190, 1764.2513
      1.7191, 1764.2487
      1.7192, 1764.2457
      1.7193, 1764.2435
      1.7194, 1764.2421
      1.7195, 1764.2393
      1.7196, 1764.2368
      1.7197, 1764.2343
      1.7198, 1764.2314
      1.7199, 1764.2299
      1.7200, 1764.2277
      1.7201, 1764.2250
      1.7202, 1764.2219
      1.7203, 1764.2207
      1.7204, 1764.2184
      1.7205, 1764.2153
      1.7206, 1764.2125
      1.7207, 1764.2115
      1.7208, 1764.2086
      1.7209, 1764.2059
      1.7210, 1764.2032
      1.7211, 1764.2020
      1.7212, 1764.1991
      1.7213, 1764.1963
      1.7214, 1764.1940
      1.7215, 1764.1910
      1.7216, 1764.1895
      1.7217, 1764.1870
      1.7218, 1764.1842
      1.7219, 1764.1814
      1.7220, 1764.1797
      1.7221, 1764.1775
      1.7222, 1764.1746
      1.7223, 1764.1729
      1.7224, 1764.1703
      1.7225, 1764.1676
      1.7226, 1764.1647
      1.7227, 1764.1631
      1.7228, 1764.1606
      1.7229, 1764.1577
      1.7230, 1764.1549
      1.7231, 1764.1534
      1.7232, 1764.1509
      1.7233, 1764.1477
      1.7234, 1764.1448
      1.7235, 1764.1434
      1.7236, 1764.1407
      1.7237, 1764.1378
      1.7238, 1764.1365
      1.7239, 1764.1337
      1.7240, 1764.1306
      1.7241, 1764.1276
      1.7242, 1764.1263
      1.7243, 1764.1235
      1.7244, 1764.1205
      1.7245, 1764.1179
      1.7246, 1764.1165
      1.7247, 1764.1134
      1.7248, 1764.1104
      1.7249, 1764.1090
      1.7250, 1764.1062
      1.7251, 1764.1031
      1.7252, 1764.1002
      1.7253, 1764.0990
      1.7254, 1764.0959
      1.7255, 1764.0928
      1.7256, 1764.0913
      1.7257, 1764.0886
      1.7258, 1764.0854
      1.7259, 1764.0840
      1.7260, 1764.0812
      1.7261, 1764.0781
      1.7262, 1764.0751
      1.7263, 1764.0735
      1.7264, 1764.0707
      1.7265, 1764.0676
      1.7266, 1764.0660
      1.7267, 1764.0632
      1.7268, 1764.0601
      1.7269, 1764.0583
      1.7270, 1764.0555
      1.7271, 1764.0526
      1.7272, 1764.0508
      1.7273, 1764.0481
      1.7274, 1764.0452
      1.7275, 1764.0420
      1.7276, 1764.0403
      1.7277, 1764.0372
      1.7278, 1764.0344
      1.7279, 1764.0326
      1.7280, 1764.0297
      1.7281, 1764.0269
      1.7282, 1764.0249
      1.7283, 1764.0217
      1.7284, 1764.0189
      1.7285, 1764.0172
      1.7286, 1764.0140
      1.7287, 1764.0112
      1.7288, 1764.0095
      1.7289, 1764.0063
      1.7290, 1764.0031
      1.7291, 1764.0016
      1.7292, 1763.9987
      1.7293, 1763.9954
      1.7294, 1763.9937
      1.7295, 1763.9908
      1.7296, 1763.9874
      1.7297, 1763.9856
      1.7298, 1763.9827
      1.7299, 1763.9796
      1.7300, 1763.9778
      1.7301, 1763.9749
      1.7302, 1763.9718
      1.7303, 1763.9698
      1.7304, 1763.9664
      1.7305, 1763.9648
      1.7306, 1763.9619
      1.7307, 1763.9585
      1.7308, 1763.9569
      1.7309, 1763.9540
      1.7310, 1763.9506
      1.7311, 1763.9486
      1.7312, 1763.9457
      1.7313, 1763.9425
      1.7314, 1763.9406
      1.7315, 1763.9375
      1.7316, 1763.9344
      1.7317, 1763.9325
      1.7318, 1763.9292
      1.7319, 1763.9275
      1.7320, 1763.9244
      1.7321, 1763.9210
      1.7322, 1763.9193
      1.7323, 1763.9163
      1.7324, 1763.9127
      1.7325, 1763.9108
      1.7326, 1763.9078
      1.7327, 1763.9060
      1.7328, 1763.9026
      1.7329, 1763.8995
      1.7330, 1763.8977
      1.7331, 1763.8943
      1.7332, 1763.8910
      1.7333, 1763.8892
      1.7334, 1763.8861
      1.7335, 1763.8840
      1.7336, 1763.8807
      1.7337, 1763.8777
      1.7338, 1763.8756
      1.7339, 1763.8721
      1.7340, 1763.8704
      1.7341, 1763.8672
      1.7342, 1763.8638
      1.7343, 1763.8619
      1.7344, 1763.8588
      1.7345, 1763.8566
      1.7346, 1763.8531
      1.7347, 1763.8500
      1.7348, 1763.8481
      1.7349, 1763.8446
      1.7350, 1763.8425
      1.7351, 1763.8396
      1.7352, 1763.8362
      1.7353, 1763.8339
      1.7354, 1763.8308
      1.7355, 1763.8290
      1.7356, 1763.8253
      1.7357, 1763.8219
      1.7358, 1763.8203
      1.7359, 1763.8167
      1.7360, 1763.8146
      1.7361, 1763.8114
      1.7362, 1763.8080
      1.7363, 1763.8059
      1.7364, 1763.8024
      1.7365, 1763.8007
      1.7366, 1763.7971
      1.7367, 1763.7949
      1.7368, 1763.7916
      1.7369, 1763.7885
      1.7370, 1763.7861
      1.7371, 1763.7826
      1.7372, 1763.7809
      1.7373, 1763.7775
      1.7374, 1763.7750
      1.7375, 1763.7719
      1.7376, 1763.7686
      1.7377, 1763.7661
      1.7378, 1763.7626
      1.7379, 1763.7610
      1.7380, 1763.7573
      1.7381, 1763.7550
      1.7382, 1763.7518
      1.7383, 1763.7483
      1.7384, 1763.7461
      1.7385, 1763.7426
      1.7386, 1763.7405
      1.7387, 1763.7371
      1.7388, 1763.7349
      1.7389, 1763.7313
      1.7390, 1763.7295
      1.7391, 1763.7257
      1.7392, 1763.7220
      1.7393, 1763.7201
      1.7394, 1763.7167
      1.7395, 1763.7144
      1.7396, 1763.7109
      1.7397, 1763.7090
      1.7398, 1763.7051
      1.7399, 1763.7029
      1.7400, 1763.6996
      1.7401, 1763.6973
      1.7402, 1763.6937
      1.7403, 1763.6903
      1.7404, 1763.6881
      1.7405, 1763.6844
      1.7406, 1763.6820
      1.7407, 1763.6786
      1.7408, 1763.6765
      1.7409, 1763.6729
      1.7410, 1763.6707
      1.7411, 1763.6672
      1.7412, 1763.6648
      1.7413, 1763.6610
      1.7414, 1763.6589
      1.7415, 1763.6554
      1.7416, 1763.6530
      1.7417, 1763.6495
      1.7418, 1763.6473
      1.7419, 1763.6436
      1.7420, 1763.6411
      1.7421, 1763.6377
      1.7422, 1763.6342
      1.7423, 1763.6317
      1.7424, 1763.6283
      1.7425, 1763.6261
      1.7426, 1763.6223
      1.7427, 1763.6198
      1.7428, 1763.6162
      1.7429, 1763.6140
      1.7430, 1763.6102
      1.7431, 1763.6080
      1.7432, 1763.6045
      1.7433, 1763.6019
      1.7434, 1763.5980
      1.7435, 1763.5959
      1.7436, 1763.5924
      1.7437, 1763.5900
      1.7438, 1763.5862
      1.7439, 1763.5840
      1.7440, 1763.5802
      1.7441, 1763.5776
      1.7442, 1763.5741
      1.7443, 1763.5719
      1.7444, 1763.5679
      1.7445, 1763.5656
      1.7446, 1763.5621
      1.7447, 1763.5594
      1.7448, 1763.5557
      1.7449, 1763.5533
      1.7450, 1763.5511
      1.7451, 1763.5471
      1.7452, 1763.5448
      1.7453, 1763.5413
      1.7454, 1763.5386
      1.7455, 1763.5347
      1.7456, 1763.5325
      1.7457, 1763.5287
      1.7458, 1763.5261
      1.7459, 1763.5225
      1.7460, 1763.5201
      1.7461, 1763.5162
      1.7462, 1763.5135
      1.7463, 1763.5099
      1.7464, 1763.5076
      1.7465, 1763.5035
      1.7466, 1763.5012
      1.7467, 1763.4976
      1.7468, 1763.4949
      1.7469, 1763.4922
      1.7470, 1763.4884
      1.7471, 1763.4861
      1.7472, 1763.4823
      1.7473, 1763.4796
      1.7474, 1763.4761
      1.7475, 1763.4734
      1.7476, 1763.4692
      1.7477, 1763.4669
      1.7478, 1763.4633
      1.7479, 1763.4604
      1.7480, 1763.4580
      1.7481, 1763.4543
      1.7482, 1763.4518
      1.7483, 1763.4475
      1.7484, 1763.4452
      1.7485, 1763.4414
      1.7486, 1763.4386
      1.7487, 1763.4349
      1.7488, 1763.4325
      1.7489, 1763.4297
      1.7490, 1763.4255
      1.7491, 1763.4232
      1.7492, 1763.4194
      1.7493, 1763.4166
      1.7494, 1763.4128
      1.7495, 1763.4104
      1.7496, 1763.4062
      1.7497, 1763.4034
      1.7498, 1763.4010
      1.7499, 1763.3971
      1.7500, 1763.3944
      1.7501, 1763.3906
      1.7502, 1763.3879
      1.7503, 1763.3839
      1.7504, 1763.3811
      1.7505, 1763.3787
      1.7506, 1763.3748
      1.7507, 1763.3719
      1.7508, 1763.3679
      1.7509, 1763.3655
      1.7510, 1763.3627
      1.7511, 1763.3586
      1.7512, 1763.3560
      1.7513, 1763.3521
      1.7514, 1763.3492
      1.7515, 1763.3450
      1.7516, 1763.3428
      1.7517, 1763.3400
      1.7518, 1763.3358
      1.7519, 1763.3331
      1.7520, 1763.3293
      1.7521, 1763.3264
      1.7522, 1763.3236
      1.7523, 1763.3198
      1.7524, 1763.3170
      1.7525, 1763.3126
      1.7526, 1763.3102
      1.7527, 1763.3076
      1.7528, 1763.3035
      1.7529, 1763.3003
      1.7530, 1763.2969
      1.7531, 1763.2938
      1.7532, 1763.2910
      1.7533, 1763.2869
      1.7534, 1763.2843
      1.7535, 1763.2814
      1.7536, 1763.2771
      1.7537, 1763.2748
      1.7538, 1763.2705
      1.7539, 1763.2675
      1.7540, 1763.2649
      1.7541, 1763.2609
      1.7542, 1763.2579
      1.7543, 1763.2535
      1.7544, 1763.2509
      1.7545, 1763.2483
      1.7546, 1763.2439
      1.7547, 1763.2412
      1.7548, 1763.2385
      1.7549, 1763.2341
      1.7550, 1763.2312
      1.7551, 1763.2272
      1.7552, 1763.2245
      1.7553, 1763.2214
      1.7554, 1763.2174
      1.7555, 1763.2147
      1.7556, 1763.2117
      1.7557, 1763.2073
      1.7558, 1763.2045
      1.7559, 1763.2019
      1.7560, 1763.1974
      1.7561, 1763.1947
      1.7562, 1763.1906
      1.7563, 1763.1875
      1.7564, 1763.1844
      1.7565, 1763.1804
      1.7566, 1763.1776
      1.7567, 1763.1744
      1.7568, 1763.1704
      1.7569, 1763.1677
      1.7570, 1763.1646
      1.7571, 1763.1602
      1.7572, 1763.1573
      1.7573, 1763.1547
      1.7574, 1763.1501
      1.7575, 1763.1472
      1.7576, 1763.1445
      1.7577, 1763.1400
      1.7578, 1763.1368
      1.7579, 1763.1342
      1.7580, 1763.1300
      1.7581, 1763.1268
      1.7582, 1763.1239
      1.7583, 1763.1199
      1.7584, 1763.1167
      1.7585, 1763.1134
      1.7586, 1763.1094
      1.7587, 1763.1066
      1.7588, 1763.1034
      1.7589, 1763.0991
      1.7590, 1763.0963
      1.7591, 1763.0931
      1.7592, 1763.0885
      1.7593, 1763.0857
      1.7594, 1763.0828
      1.7595, 1763.0782
      1.7596, 1763.0754
      1.7597, 1763.0725
      1.7598, 1763.0681
      1.7599, 1763.0647
      1.7600, 1763.0619
      1.7601, 1763.0577
      1.7602, 1763.0544
      1.7603, 1763.0515
      1.7604, 1763.0472
      1.7605, 1763.0441
      1.7606, 1763.0408
      1.7607, 1763.0378
      1.7608, 1763.0336
      1.7609, 1763.0303
      1.7610, 1763.0272
      1.7611, 1763.0231
      1.7612, 1763.0198
      1.7613, 1763.0166
      1.7614, 1763.0122
      1.7615, 1763.0093
      1.7616, 1763.0060
      1.7617, 1763.0016
      1.7618, 1762.9987
      1.7619, 1762.9954
      1.7620, 1762.9922
      1.7621, 1762.9878
      1.7622, 1762.9847
      1.7623, 1762.9814
      1.7624, 1762.9772
      1.7625, 1762.9741
      1.7626, 1762.9708
      1.7627, 1762.9675
      1.7628, 1762.9630
      1.7629, 1762.9601
      1.7630, 1762.9568
      1.7631, 1762.9524
      1.7632, 1762.9493
      1.7633, 1762.9459
      1.7634, 1762.9426
      1.7635, 1762.9384
      1.7636, 1762.9352
      1.7637, 1762.9319
      1.7638, 1762.9288
      1.7639, 1762.9244
      1.7640, 1762.9210
      1.7641, 1762.9176
      1.7642, 1762.9133
      1.7643, 1762.9102
      1.7644, 1762.9067
      1.7645, 1762.9036
      1.7646, 1762.8993
      1.7647, 1762.8958
      1.7648, 1762.8925
      1.7649, 1762.8893
      1.7650, 1762.8849
      1.7651, 1762.8813
      1.7652, 1762.8783
      1.7653, 1762.8751
      1.7654, 1762.8705
      1.7655, 1762.8669
      1.7656, 1762.8638
      1.7657, 1762.8607
      1.7658, 1762.8560
      1.7659, 1762.8527
      1.7660, 1762.8496
      1.7661, 1762.8461
      1.7662, 1762.8413
      1.7663, 1762.8381
      1.7664, 1762.8350
      1.7665, 1762.8315
      1.7666, 1762.8267
      1.7667, 1762.8237
      1.7668, 1762.8203
      1.7669, 1762.8168
      1.7670, 1762.8123
      1.7671, 1762.8091
      1.7672, 1762.8055
      1.7673, 1762.8021
      1.7674, 1762.7977
      1.7675, 1762.7943
      1.7676, 1762.7908
      1.7677, 1762.7876
      1.7678, 1762.7843
      1.7679, 1762.7795
      1.7680, 1762.7759
      1.7681, 1762.7729
      1.7682, 1762.7694
      1.7683, 1762.7645
      1.7684, 1762.7614
      1.7685, 1762.7581
      1.7686, 1762.7544
      1.7687, 1762.7509
      1.7688, 1762.7466
      1.7689, 1762.7430
      1.7690, 1762.7394
      1.7691, 1762.7361
      1.7692, 1762.7316
      1.7693, 1762.7279
      1.7694, 1762.7242
      1.7695, 1762.7213
      1.7696, 1762.7177
      1.7697, 1762.7129
      1.7698, 1762.7095
      1.7699, 1762.7062
      1.7700, 1762.7025
      1.7701, 1762.6989
      1.7702, 1762.6942
      1.7703, 1762.6909
      1.7704, 1762.6873
      1.7705, 1762.6840
      1.7706, 1762.6807
      1.7707, 1762.6757
      1.7708, 1762.6720
      1.7709, 1762.6686
      1.7710, 1762.6652
      1.7711, 1762.6615
      1.7712, 1762.6569
      1.7713, 1762.6536
      1.7714, 1762.6498
      1.7715, 1762.6461
      1.7716, 1762.6427
      1.7717, 1762.6381
      1.7718, 1762.6343
      1.7719, 1762.6309
      1.7720, 1762.6274
      1.7721, 1762.6238
      1.7722, 1762.6201
      1.7723, 1762.6154
      1.7724, 1762.6119
      1.7725, 1762.6082
      1.7726, 1762.6049
      1.7727, 1762.6013
      1.7728, 1762.5975
      1.7729, 1762.5927
      1.7730, 1762.5892
      1.7731, 1762.5856
      1.7732, 1762.5818
      1.7733, 1762.5784
      1.7734, 1762.5750
      1.7735, 1762.5698
      1.7736, 1762.5660
      1.7737, 1762.5626
      1.7738, 1762.5592
      1.7739, 1762.5553
      1.7740, 1762.5519
      1.7741, 1762.5471
      1.7742, 1762.5433
      1.7743, 1762.5394
      1.7744, 1762.5360
      1.7745, 1762.5325
      1.7746, 1762.5287
      1.7747, 1762.5238
      1.7748, 1762.5204
      1.7749, 1762.5165
      1.7750, 1762.5127
      1.7751, 1762.5092
      1.7752, 1762.5055
      1.7753, 1762.5017
      1.7754, 1762.4969
      1.7755, 1762.4934
      1.7756, 1762.4895
      1.7757, 1762.4856
      1.7758, 1762.4821
      1.7759, 1762.4785
      1.7760, 1762.4746
      1.7761, 1762.4697
      1.7762, 1762.4662
      1.7763, 1762.4624
      1.7764, 1762.4585
      1.7765, 1762.4548
      1.7766, 1762.4512
      1.7767, 1762.4474
      1.7768, 1762.4438
      1.7769, 1762.4388
      1.7770, 1762.4349
      1.7771, 1762.4310
      1.7772, 1762.4275
      1.7773, 1762.4237
      1.7774, 1762.4198
      1.7775, 1762.4163
      1.7776, 1762.4126
      1.7777, 1762.4072
      1.7778, 1762.4034
      1.7779, 1762.3998
      1.7780, 1762.3961
      1.7781, 1762.3922
      1.7782, 1762.3884
      1.7783, 1762.3848
      1.7784, 1762.3809
      1.7785, 1762.3756
      1.7786, 1762.3718
      1.7787, 1762.3683
      1.7788, 1762.3643
      1.7789, 1762.3606
      1.7790, 1762.3569
      1.7791, 1762.3529
      1.7792, 1762.3488
      1.7793, 1762.3452
      1.7794, 1762.3414
      1.7795, 1762.3361
      1.7796, 1762.3324
      1.7797, 1762.3287
      1.7798, 1762.3247
      1.7799, 1762.3208
      1.7800, 1762.3169
      1.7801, 1762.3132
      1.7802, 1762.3091
      1.7803, 1762.3054
      1.7804, 1762.3016
      1.7805, 1762.2976
      1.7806, 1762.2924
      1.7807, 1762.2886
      1.7808, 1762.2849
      1.7809, 1762.2806
      1.7810, 1762.2769
      1.7811, 1762.2732
      1.7812, 1762.2690
      1.7813, 1762.2650
      1.7814, 1762.2612
      1.7815, 1762.2573
      1.7816, 1762.2533
      1.7817, 1762.2495
      1.7818, 1762.2444
      1.7819, 1762.2402
      1.7820, 1762.2362
      1.7821, 1762.2324
      1.7822, 1762.2285
      1.7823, 1762.2244
      1.7824, 1762.2202
      1.7825, 1762.2168
      1.7826, 1762.2128
      1.7827, 1762.2085
      1.7828, 1762.2046
      1.7829, 1762.2008
      1.7830, 1762.1967
      1.7831, 1762.1925
      1.7832, 1762.1890
      1.7833, 1762.1848
      1.7834, 1762.1793
      1.7835, 1762.1755
      1.7836, 1762.1715
      1.7837, 1762.1674
      1.7838, 1762.1632
      1.7839, 1762.1597
      1.7840, 1762.1555
      1.7841, 1762.1512
      1.7842, 1762.1473
      1.7843, 1762.1434
      1.7844, 1762.1393
      1.7845, 1762.1351
      1.7846, 1762.1313
      1.7847, 1762.1272
      1.7848, 1762.1230
      1.7849, 1762.1191
      1.7850, 1762.1152
      1.7851, 1762.1108
      1.7852, 1762.1067
      1.7853, 1762.1030
      1.7854, 1762.0988
      1.7855, 1762.0946
      1.7856, 1762.0905
      1.7857, 1762.0853
      1.7858, 1762.0811
      1.7859, 1762.0768
      1.7860, 1762.0728
      1.7861, 1762.0687
      1.7862, 1762.0646
      1.7863, 1762.0607
      1.7864, 1762.0566
      1.7865, 1762.0522
      1.7866, 1762.0481
      1.7867, 1762.0441
      1.7868, 1762.0400
      1.7869, 1762.0358
      1.7870, 1762.0316
      1.7871, 1762.0276
      1.7872, 1762.0234
      1.7873, 1762.0190
      1.7874, 1762.0150
      1.7875, 1762.0110
      1.7876, 1762.0067
      1.7877, 1762.0027
      1.7878, 1761.9987
      1.7879, 1761.9944
      1.7880, 1761.9899
      1.7881, 1761.9858
      1.7882, 1761.9818
      1.7883, 1761.9774
      1.7884, 1761.9734
      1.7885, 1761.9694
      1.7886, 1761.9648
      1.7887, 1761.9606
      1.7888, 1761.9565
      1.7889, 1761.9524
      1.7890, 1761.9480
      1.7891, 1761.9438
      1.7892, 1761.9398
      1.7893, 1761.9354
      1.7894, 1761.9310
      1.7895, 1761.9269
      1.7896, 1761.9229
      1.7897, 1761.9183
      1.7898, 1761.9143
      1.7899, 1761.9102
      1.7900, 1761.9058
      1.7901, 1761.9012
      1.7902, 1761.8972
      1.7903, 1761.8931
      1.7904, 1761.8887
      1.7905, 1761.8844
      1.7906, 1761.8802
      1.7907, 1761.8759
      1.7908, 1761.8715
      1.7909, 1761.8673
      1.7910, 1761.8629
      1.7911, 1761.8585
      1.7912, 1761.8544
      1.7913, 1761.8516
      1.7914, 1761.8470
      1.7915, 1761.8425
      1.7916, 1761.8384
      1.7917, 1761.8341
      1.7918, 1761.8296
      1.7919, 1761.8254
      1.7920, 1761.8213
      1.7921, 1761.8167
      1.7922, 1761.8121
      1.7923, 1761.8080
      1.7924, 1761.8038
      1.7925, 1761.7993
      1.7926, 1761.7949
      1.7927, 1761.7908
      1.7928, 1761.7863
      1.7929, 1761.7817
      1.7930, 1761.7775
      1.7931, 1761.7732
      1.7932, 1761.7687
      1.7933, 1761.7644
      1.7934, 1761.7603
      1.7935, 1761.7557
      1.7936, 1761.7523
      1.7937, 1761.7480
      1.7938, 1761.7438
      1.7939, 1761.7393
      1.7940, 1761.7349
      1.7941, 1761.7306
      1.7942, 1761.7260
      1.7943, 1761.7213
      1.7944, 1761.7172
      1.7945, 1761.7129
      1.7946, 1761.7083
      1.7947, 1761.7039
      1.7948, 1761.6996
      1.7949, 1761.6949
